คลื่นความถี่ (MHz),ผู้ใช้คลื่นความถี่,การนำไปใช้งาน
231.675,กรมสื่อสารอิเล็กทรอนิกส์ทหารอากาศ กองทัพอากาศ,เชื่อมโยงข้อมูลทางยุทธวิธี
231.7,กรมสื่อสารอิเล็กทรอนิกส์ทหารอากาศ กองทัพอากาศ,เชื่อมโยงข้อมูลทางยุทธวิธี
231.725,กรมสื่อสารอิเล็กทรอนิกส์ทหารอากาศ กองทัพอากาศ,เชื่อมโยงข้อมูลทางยุทธวิธี
231.75,กรมสื่อสารอิเล็กทรอนิกส์ทหารอากาศ กองทัพอากาศ,เชื่อมโยงข้อมูลทางยุทธวิธี
232.7,กรมสื่อสารอิเล็กทรอนิกส์ทหารอากาศ กองทัพอากาศ,ติดต่อสื่อสารในการปฏิบัติงาน
233.0,กรมการทหารสื่อสาร กองทัพบก,ติดต่อสื่อสารราชการ
233.2,กรมสื่อสารอิเล็กทรอนิกส์ทหารอากาศ กองทัพอากาศ,ติดต่อสื่อสารในการปฏิบัติงาน
233.25,กรมสื่อสารอิเล็กทรอนิกส์ทหารอากาศ กองทัพอากาศ,ติดต่อสื่อสารราชการ
233.55,กรมการสื่อสารและเทคโนโลยีสารสนเทศทหารเรือ กองทัพเรือ,ระบบเชื่อมโยงข้อมูลอัตโนมัติทางยุทธวิธี (Tactical Data Link: DTL)
233.6,กรมสื่อสารอิเล็กทรอนิกส์ทหารอากาศ กองทัพอากาศ,ติดต่อสื่อสารในการปฏิบัติงาน
233.7,กรมการสื่อสารและเทคโนโลยีสารสนเทศทหารเรือ กองทัพเรือ,ระบบเชื่อมโยงข้อมูลอัตโนมัติทางยุทธวิธี (Tactical Data Link: DTL)
233.8,กรมสื่อสารทหารเรือ,ติดต่อสื่อสารราชการ
233.85,กรมการสื่อสารและเทคโนโลยีสารสนเทศทหารเรือ กองทัพเรือ,ระบบเชื่อมโยงข้อมูลอัตโนมัติทางยุทธวิธี (Tactical Data Link: DTL)
234.0,กรมการสื่อสารทหาร,ติดต่อสื่อสารราชการ
234.1,กรมการสื่อสารทหาร,ติดต่อสื่อสารราชการ
234.3,กรมการสื่อสารทหาร,ติดต่อสื่อสารราชการ
234.35,กรมการสื่อสารและเทคโนโลยีสารสนเทศทหารเรือ กองทัพเรือ,ระบบเชื่อมโยงข้อมูลอัตโนมัติทางยุทธวิธี (Tactical Data Link: DTL)
234.5,กรมสื่อสารอิเล็กทรอนิกส์ทหารอากาศ กองทัพอากาศ,ติดต่อสื่อสารในการปฏิบัติงาน
234.65,กรมสื่อสารอิเล็กทรอนิกส์ทหารอากาศ กองทัพอากาศ,ติดต่อสื่อสารในการปฏิบัติงาน
234.8,กรมการสื่อสารทหาร,ติดต่อสื่อสารราชการ
235.05,กรมสื่อสารอิเล็กทรอนิกส์ทหารอากาศ กองทัพอากาศ,ติดต่อสื่อสารเฉพาะตอนฝึกบินเท่านั้น
235.1,กรมสื่อสารอิเล็กทรอนิกส์ทหารอากาศ กองทัพอากาศ,ติดต่อสื่อสารในการปฏิบัติงาน
235.2,กรมสื่อสารทหารเรือ,ติดต่อสื่อสารราชการ
235.6,กรมสื่อสารอิเล็กทรอนิกส์ทหารอากาศ กองทัพอากาศ,ติดต่อสื่อสารในการปฏิบัติงาน
236.0,กรมการสื่อสารทหาร กองบัญชาการกองทัพไทย,ติดต่อสื่อสารในการปฏิบัติงาน
236.1,กรมสื่อสารอิเล็กทรอนิกส์ทหารอากาศ กองทัพอากาศ,ติดต่อสื่อสารในการปฏิบัติงาน
236.4,กรมการสื่อสารทหาร กองบัญชาการกองทัพไทย,ติดต่อสื่อสารในการปฏิบัติงาน
236.6,"กรมสื่อสารทหารเรือ, กรมสื่อสารอิเล็กทรอนิกส์ทหารอากาศ กองทัพอากาศ, กระทรวงเกษตรและสหกรณ์, กรมสื่อสารอิเล็กทรอนิกส์ทหารอากาศ กองทัพอากาศ, บริษัท วิทยุการบินแห่งประเทศไทย จำกัด","ติดต่อสื่อสารในการปฏิบัติงาน, ติดต่อสื่อสารทางด้านการบิน, ติดต่อสื่อสารราชการ, ภารกิจการบินฝนหลวง"
236.8,กรมการสื่อสารทหาร กองบัญชาการกองทัพไทย,ติดต่อสื่อสารในการปฏิบัติงาน
236.9,กรมสื่อสารอิเล็กทรอนิกส์ทหารอากาศ กองทัพอากาศ,ติดต่อสื่อสารในการปฏิบัติงาน
237.0,กรมสื่อสารอิเล็กทรอนิกส์ทหารอากาศ กองทัพอากาศ,ติดต่อสื่อสารในการปฏิบัติงาน
237.2,กรมการสื่อสารทหาร กองบัญชาการกองทัพไทย,ติดต่อสื่อสารในการปฏิบัติงาน
237.25,กรมสื่อสารอิเล็กทรอนิกส์ทหารอากาศ กองทัพอากาศ,ติดต่อสื่อสารในการปฏิบัติงาน
237.5,กรมสื่อสารอิเล็กทรอนิกส์ทหารอากาศ กองทัพอากาศ,ติดต่อสื่อสารในการปฏิบัติงาน
237.95,กรมสื่อสารอิเล็กทรอนิกส์ทหารอากาศ กองทัพอากาศ,ติดต่อสื่อสารในการปฏิบัติงาน
238.2,กรมการทหารสื่อสาร กองทัพบก,ติดต่อสื่อสารราชการ
238.3,กรมการทหารสื่อสาร กองทัพบก,ติดต่อสื่อสารราชการ
238.4,กรมการทหารสื่อสาร กองทัพบก,ติดต่อสื่อสารราชการ
238.5,กรมสื่อสารอิเล็กทรอนิกส์ทหารอากาศ กองทัพอากาศ,ติดต่อสื่อสารในการปฏิบัติงาน
239.2,กรมการทหารสื่อสาร กองทัพบก,ติดต่อสื่อสารราชการ
239.5,กรมการสื่อสารทหาร,ติดต่อสื่อสารราชการ
239.95,กรมสื่อสารอิเล็กทรอนิกส์ทหารอากาศ กองทัพอากาศ,ติดต่อสื่อสารเฉพาะตอนฝึกบินเท่านั้น
240.0,บริษัท วิทยุการบินแห่งประเทศไทย จำกัด,ติดต่อสื่อสารทางด้านการบิน
240.4,กรมการสื่อสารทหาร,ติดต่อสื่อสารราชการ
240.6,กรมการสื่อสารและเทคโนโลยีสารสนเทศทหารเรือ กองทัพเรือ,ระบบเชื่อมโยงข้อมูลอัตโนมัติทางยุทธวิธี (Tactical Data Link: DTL)
240.675,กรมการสื่อสารและเทคโนโลยีสารสนเทศทหารเรือ กองทัพเรือ,ระบบเชื่อมโยงข้อมูลอัตโนมัติทางยุทธวิธี (Tactical Data Link: DTL)
240.7,กรมการสื่อสารทหาร,ติดต่อสื่อสารราชการ
240.75,กรมการสื่อสารและเทคโนโลยีสารสนเทศทหารเรือ กองทัพเรือ,ระบบเชื่อมโยงข้อมูลอัตโนมัติทางยุทธวิธี (Tactical Data Link: DTL)
240.8,กรมการสื่อสารทหาร,ติดต่อสื่อสารราชการ
240.85,กรมการสื่อสารและเทคโนโลยีสารสนเทศทหารเรือ กองทัพเรือ,ระบบเชื่อมโยงข้อมูลอัตโนมัติทางยุทธวิธี (Tactical Data Link: DTL)
240.9,กรมการสื่อสารทหาร,ติดต่อสื่อสารราชการ
240.95,กรมการสื่อสารและเทคโนโลยีสารสนเทศทหารเรือ กองทัพเรือ,ระบบเชื่อมโยงข้อมูลอัตโนมัติทางยุทธวิธี (Tactical Data Link: DTL)
241.0,กรมการสื่อสารทหาร กองบัญชาการกองทัพไทย,ติดต่อสื่อสารในการปฏิบัติงาน
241.05,กรมการสื่อสารและเทคโนโลยีสารสนเทศทหารเรือ กองทัพเรือ,ระบบเชื่อมโยงข้อมูลอัตโนมัติทางยุทธวิธี (Tactical Data Link: DTL)
241.1,กรมการสื่อสารทหาร,ติดต่อสื่อสารราชการ
241.2,กรมสื่อสารอิเล็กทรอนิกส์ทหารอากาศ กองทัพอากาศ,ติดต่อสื่อสารในการปฏิบัติงาน
241.25,กรมการสื่อสารและเทคโนโลยีสารสนเทศทหารเรือ กองทัพเรือ,ระบบเชื่อมโยงข้อมูลอัตโนมัติทางยุทธวิธี (Tactical Data Link: DTL)
241.3,กรมการสื่อสารและเทคโนโลยีสารสนเทศทหารเรือ กองทัพเรือ,ระบบเชื่อมโยงข้อมูลอัตโนมัติทางยุทธวิธี (Tactical Data Link: DTL)
241.375,กรมการสื่อสารและเทคโนโลยีสารสนเทศทหารเรือ กองทัพเรือ,ระบบเชื่อมโยงข้อมูลอัตโนมัติทางยุทธวิธี (Tactical Data Link: DTL)
241.4,กรมการสื่อสารทหาร กองบัญชาการกองทัพไทย,ติดต่อสื่อสารในการปฏิบัติงาน
241.5,กรมสื่อสารอิเล็กทรอนิกส์ทหารอากาศ กองทัพอากาศ,ติดต่อสื่อสารในการปฏิบัติงาน
241.7,กรมการสื่อสารทหาร,ติดต่อสื่อสารราชการ
241.8,กรมการสื่อสารทหาร กองบัญชาการกองทัพไทย,ติดต่อสื่อสารในการปฏิบัติงาน
241.85,กรมการสื่อสารและเทคโนโลยีสารสนเทศทหารเรือ กองทัพเรือ,ระบบเชื่อมโยงข้อมูลอัตโนมัติทางยุทธวิธี (Tactical Data Link: DTL)
241.925,กรมการสื่อสารและเทคโนโลยีสารสนเทศทหารเรือ กองทัพเรือ,ระบบเชื่อมโยงข้อมูลอัตโนมัติทางยุทธวิธี (Tactical Data Link: DTL)
241.975,กรมการสื่อสารและเทคโนโลยีสารสนเทศทหารเรือ กองทัพเรือ,ระบบเชื่อมโยงข้อมูลอัตโนมัติทางยุทธวิธี (Tactical Data Link: DTL)
242.2,กรมการสื่อสารทหาร,ติดต่อสื่อสารในการปฏิบัติงาน
242.25,กรมการสื่อสารและเทคโนโลยีสารสนเทศทหารเรือ กองทัพเรือ,ระบบเชื่อมโยงข้อมูลอัตโนมัติทางยุทธวิธี (Tactical Data Link: DTL)
242.325,กรมการสื่อสารและเทคโนโลยีสารสนเทศทหารเรือ กองทัพเรือ,ระบบเชื่อมโยงข้อมูลอัตโนมัติทางยุทธวิธี (Tactical Data Link: DTL)
242.375,กรมการสื่อสารและเทคโนโลยีสารสนเทศทหารเรือ กองทัพเรือ,ระบบเชื่อมโยงข้อมูลอัตโนมัติทางยุทธวิธี (Tactical Data Link: DTL)
242.4,กรมการสื่อสารทหาร,ติดต่อสื่อสารราชการ
242.5,กรมการสื่อสารทหาร กองบัญชาการกองทัพไทย,ติดต่อสื่อสารในการปฏิบัติงาน
242.7,กรมการสื่อสารทหาร,ติดต่อสื่อสารราชการ
243.0,"กรมสื่อสารทหารเรือ, กรมการทหารสื่อสาร กองทัพบก, บริษัท ปตท.สผ. อินเตอร์เนชั่นแนล จำกัด, กรมสื่อสารอิเล็กทรอนิกส์ทหารอากาศ กองทัพอากาศ, กระทรวงเกษตรและสหกรณ์, บริษัท ปตท.สำรวจและผลิตปิโตรเลียม จำกัด (มหาชน), กรมฝนหลวงและการบินเกษตร, บริษัท ปตท.สผ. เอนเนอร์ยี่ ดีเวลลอปเมนท์ จำกัด, บริษัท วิทยุการบินแห่งประเทศไทย จำกัด","เครื่องแจ้งเหตุฉุกเฉิน (Emergency Location Transmitter: ELT), ประสานงานค้นหาและช่วยเหลือผู้ประสบภัย, รับฟังสัญญาณการแจ้งเหตุอับจน, Search and Rescue Operation, ติดต่อสื่อสารราชการ, ติดต่อสื่อสารในการปฏิบัติงาน, ติดต่อสื่อสารในการสำรวจและผลิตปิโตรเลียม, เครื่อง Emergency Locator Transmitter"
243.2,กรมการสื่อสารทหาร,ติดต่อสื่อสารราชการ
243.8,กรมการสื่อสารทหาร,ติดต่อสื่อสารราชการ
244.5,กรมสื่อสารอิเล็กทรอนิกส์ทหารอากาศ กองทัพอากาศ,ใช้เครื่องฯ เพื่อบรรยายและสาธิต
245.0,"เทศบาลตำบลแจ้ห่ม, เทศบาลตำบลนางแล, มหาวิทยาลัยราชภัฏเชียงราย, มหาวิทยาลัยเกษตรศาสตร์ (วิทยาเขต ศรีราชา), ราชวิทยาลัยจุฬาภรณ์, วิทยาลัยเทคนิคกาญจนาภิเษกเชียงราย, องค์การบริหารส่วนตำบลโนนสะอาด, โรงเรียนอนุบาลเชียงใหม่, สำนักงาน กสทช. เขต 34, โรงเรียนบ้านแม่หงานหลวง, ความถี่วิทยุสำหรับประชาชน","ติดต่อสื่อสารราชการ, ย่านความถี่สำหรับประชาชน, Citizen Band, ติดต่อสื่อสาร"
245.5,ความถี่กลาง,ประสานงานร่วมกันของหน่วยงานของรัฐกับประชาชน
246.5,บริษัท วิทยุการบินแห่งประเทศไทย จำกัด,ควบคุมจราจรทางอากาศ
246.9875,ราชวิทยาลัยจุฬาภรณ์,Citizen Band
247.1,กรมการสื่อสารทหาร,ติดต่อสื่อสารราชการ
247.3,กรมการสื่อสารทหาร,ติดต่อสื่อสารราชการ
247.5,กรมการสื่อสารทหาร,ติดต่อสื่อสารราชการ
247.7,กรมการสื่อสารทหาร,ติดต่อสื่อสารราชการ
248.0,กรมการสื่อสารทหาร,ติดต่อสื่อสารราชการ
248.1,กรมการสื่อสารทหาร,ติดต่อสื่อสารราชการ
248.2,กรมการสื่อสารทหาร,ติดต่อสื่อสารราชการ
248.5,กรมสื่อสารอิเล็กทรอนิกส์ทหารอากาศ กองทัพอากาศ,ติดต่อสื่อสารในการปฏิบัติงาน
248.525,กรมสื่อสารอิเล็กทรอนิกส์ทหารอากาศ กองทัพอากาศ,เชื่อมโยงข้อมูลทางยุทธวิธี
248.55,กรมสื่อสารอิเล็กทรอนิกส์ทหารอากาศ กองทัพอากาศ,เชื่อมโยงข้อมูลทางยุทธวิธี
248.575,กรมสื่อสารอิเล็กทรอนิกส์ทหารอากาศ กองทัพอากาศ,เชื่อมโยงข้อมูลทางยุทธวิธี
248.6,กรมสื่อสารอิเล็กทรอนิกส์ทหารอากาศ กองทัพอากาศ,เชื่อมโยงข้อมูลทางยุทธวิธี
248.625,กรมสื่อสารอิเล็กทรอนิกส์ทหารอากาศ กองทัพอากาศ,เชื่อมโยงข้อมูลทางยุทธวิธี
248.65,กรมสื่อสารอิเล็กทรอนิกส์ทหารอากาศ กองทัพอากาศ,เชื่อมโยงข้อมูลทางยุทธวิธี
248.675,กรมสื่อสารอิเล็กทรอนิกส์ทหารอากาศ กองทัพอากาศ,เชื่อมโยงข้อมูลทางยุทธวิธี
248.7,กรมสื่อสารอิเล็กทรอนิกส์ทหารอากาศ กองทัพอากาศ,เชื่อมโยงข้อมูลทางยุทธวิธี
248.725,กรมสื่อสารอิเล็กทรอนิกส์ทหารอากาศ กองทัพอากาศ,เชื่อมโยงข้อมูลทางยุทธวิธี
249.2,กรมการสื่อสารทหาร,ติดต่อสื่อสารราชการ
249.5,กรมการสื่อสารทหาร,ติดต่อสื่อสารราชการ
250.0,กรมสื่อสารอิเล็กทรอนิกส์ทหารอากาศ กองทัพอากาศ,ติดต่อสื่อสารในการปฏิบัติงาน
250.275,กรมสื่อสารอิเล็กทรอนิกส์ทหารอากาศ กองทัพอากาศ,ติดต่อสื่อสารในการปฏิบัติงาน
250.425,กรมสื่อสารอิเล็กทรอนิกส์ทหารอากาศ กองทัพอากาศ,ติดต่อสื่อสารในการปฏิบัติงาน
250.5,กรมการสื่อสารทหาร,ติดต่อสื่อสารราชการ
250.9,กรมการสื่อสารทหาร,ติดต่อสื่อสารราชการ
251.0,กรมการสื่อสารทหาร,ติดต่อสื่อสารราชการ
251.175,กรมสื่อสารอิเล็กทรอนิกส์ทหารอากาศ กองทัพอากาศ,ติดต่อสื่อสารในการปฏิบัติงาน
251.35,กรมสื่อสารอิเล็กทรอนิกส์ทหารอากาศ กองทัพอากาศ,ติดต่อสื่อสารในการปฏิบัติงาน
251.775,กรมสื่อสารอิเล็กทรอนิกส์ทหารอากาศ กองทัพอากาศ,ติดต่อสื่อสารในการปฏิบัติงาน
251.9,กรมการสื่อสารทหาร,ติดต่อสื่อสารราชการ
252.1,กรมสื่อสารอิเล็กทรอนิกส์ทหารอากาศ กองทัพอากาศ,ติดต่อสื่อสารในการปฏิบัติงาน
252.4,กรมการสื่อสารทหาร,ติดต่อสื่อสารราชการ
252.5,กรมการสื่อสารทหาร,ติดต่อสื่อสารราชการ
252.7,กรมสื่อสารอิเล็กทรอนิกส์ทหารอากาศ กองทัพอากาศ,ติดต่อสื่อสารในการปฏิบัติงาน
252.8,กรมการสื่อสารทหาร,ติดต่อสื่อสารราชการ
252.925,กรมสื่อสารอิเล็กทรอนิกส์ทหารอากาศ กองทัพอากาศ,ติดต่อสื่อสารเฉพาะตอนฝึกบินเท่านั้น
253.0,กรมการสื่อสารทหาร,ติดต่อสื่อสารราชการ
253.4,กรมการสื่อสารทหาร,ติดต่อสื่อสารราชการ
253.7,กรมสื่อสารอิเล็กทรอนิกส์ทหารอากาศ กองทัพอากาศ,ติดต่อสื่อสารในการปฏิบัติงาน
253.85,กรมการสื่อสารทหาร,ติดต่อสื่อสารราชการ
254.0,กรมการสื่อสารทหาร,ติดต่อสื่อสารราชการ
254.5,กรมสื่อสารอิเล็กทรอนิกส์ทหารอากาศ กองทัพอากาศ,ใช้เครื่องฯ เพื่อบรรยายและสาธิต
254.6,บริษัท วิทยุการบินแห่งประเทศไทย จำกัด,ติดต่อสื่อสารทางด้านการบิน
254.775,กรมสื่อสารอิเล็กทรอนิกส์ทหารอากาศ กองทัพอากาศ,ติดต่อสื่อสารในการปฏิบัติงาน
254.8,กรมการสื่อสารทหาร,ติดต่อสื่อสารราชการ
255.025,กรมสื่อสารอิเล็กทรอนิกส์ทหารอากาศ กองทัพอากาศ,ติดต่อสื่อสารในการปฏิบัติงาน
255.5,กรมสื่อสารอิเล็กทรอนิกส์ทหารอากาศ กองทัพอากาศ,ควบคุมจราจรทางอากาศ
256.3,บริษัท วิทยุการบินแห่งประเทศไทย จำกัด,ติดต่อสื่อสารทางด้านการบิน
256.5,กรมสื่อสารอิเล็กทรอนิกส์ทหารอากาศ กองทัพอากาศ,การฝึกผสมพหุภาคีโคปไทเกอร์ 95
256.6,"บริษัท วิทยุการบินแห่งประเทศไทย จำกัด, กรมการสื่อสารทหาร","ติดต่อสื่อสารทางด้านการบิน, ติดต่อสื่อสารราชการ"
256.8,กรมสื่อสารอิเล็กทรอนิกส์ทหารอากาศ กองทัพอากาศ,ติดต่อสื่อสารในการบินของเครื่องบินและเฮลิคอปเตอร์พระที่นั่ง
257.0,กรมการสื่อสารทหาร,ติดต่อสื่อสารราชการ
257.1,กรมการสื่อสารทหาร,ติดต่อสื่อสารราชการ
257.25,กรมสื่อสารอิเล็กทรอนิกส์ทหารอากาศ กองทัพอากาศ,ติดต่อสื่อสารเฉพาะตอนฝึกบินเท่านั้น
257.6,บริษัท วิทยุการบินแห่งประเทศไทย จำกัด,ติดต่อสื่อสารทางด้านการบิน
257.8,บริษัท วิทยุการบินแห่งประเทศไทย จำกัด,ติดต่อสื่อสารทางด้านการบิน
257.9,กรมการสื่อสารทหาร,ติดต่อสื่อสารราชการ
258.0,"กรมการทหารสื่อสาร กองทัพบก, กรมการสื่อสารทหาร",ติดต่อสื่อสารราชการ
258.55,สถานเอกอัคราชทูตสหรัฐอเมริกาประจำประเทศไทย,ติดต่อสื่อสารทางการทูตของหน่วยงาน
258.6,กรมการสื่อสารทหาร,ติดต่อสื่อสารราชการ
258.9,กรมการสื่อสารทหาร,ติดต่อสื่อสารราชการ
259.0,กรมการสื่อสารทหาร,ติดต่อสื่อสารราชการ
259.2,กรมการสื่อสารทหาร,ติดต่อสื่อสารราชการ
259.3,กรมการสื่อสารทหาร,ติดต่อสื่อสารราชการ
259.4,กรมการสื่อสารทหาร,ติดต่อสื่อสารราชการ
259.6,บริษัท วิทยุการบินแห่งประเทศไทย จำกัด,ติดต่อสื่อสารทางด้านการบิน
260.675,กรมสื่อสารอิเล็กทรอนิกส์ทหารอากาศ กองทัพอากาศ,ติดต่อสื่อสารในการปฏิบัติงาน
260.7,กรมสื่อสารอิเล็กทรอนิกส์ทหารอากาศ กองทัพอากาศ,เชื่อมโยงข้อมูลทางยุทธวิธี
260.725,กรมสื่อสารอิเล็กทรอนิกส์ทหารอากาศ กองทัพอากาศ,เชื่อมโยงข้อมูลทางยุทธวิธี
260.75,กรมสื่อสารอิเล็กทรอนิกส์ทหารอากาศ กองทัพอากาศ,เชื่อมโยงข้อมูลทางยุทธวิธี
260.775,กรมสื่อสารอิเล็กทรอนิกส์ทหารอากาศ กองทัพอากาศ,เชื่อมโยงข้อมูลทางยุทธวิธี
260.8,กรมสื่อสารอิเล็กทรอนิกส์ทหารอากาศ กองทัพอากาศ,เชื่อมโยงข้อมูลทางยุทธวิธี
260.825,กรมสื่อสารอิเล็กทรอนิกส์ทหารอากาศ กองทัพอากาศ,เชื่อมโยงข้อมูลทางยุทธวิธี
260.85,กรมสื่อสารอิเล็กทรอนิกส์ทหารอากาศ กองทัพอากาศ,เชื่อมโยงข้อมูลทางยุทธวิธี
260.875,กรมสื่อสารอิเล็กทรอนิกส์ทหารอากาศ กองทัพอากาศ,เชื่อมโยงข้อมูลทางยุทธวิธี
260.9,กรมสื่อสารอิเล็กทรอนิกส์ทหารอากาศ กองทัพอากาศ,เชื่อมโยงข้อมูลทางยุทธวิธี
261.0,กรมสื่อสารอิเล็กทรอนิกส์ทหารอากาศ กองทัพอากาศ,การฝึกผสมพหุภาคีโคปไทเกอร์ 95
261.4,กรมการสื่อสารทหาร,ติดต่อสื่อสารราชการ
261.5,"กรมสื่อสารอิเล็กทรอนิกส์ทหารอากาศ กองทัพอากาศ, กรมการสื่อสารทหาร","ใช้เครื่องฯ เพื่อบรรยายและสาธิต, ติดต่อสื่อสารราชการ"
261.85,กรมสื่อสารอิเล็กทรอนิกส์ทหารอากาศ กองทัพอากาศ,ติดต่อสื่อสารในการปฏิบัติงาน
262.45,กรมสื่อสารอิเล็กทรอนิกส์ทหารอากาศ กองทัพอากาศ,ติดต่อสื่อสารเฉพาะตอนฝึกบินเท่านั้น
262.5,"กรมการทหารสื่อสาร กองทัพบก, บริษัท วิทยุการบินแห่งประเทศไทย จำกัด","ติดต่อสื่อสารทางด้านการบิน, ติดต่อสื่อสารราชการ"
263.8,บริษัท วิทยุการบินแห่งประเทศไทย จำกัด,ติดต่อสื่อสารทางด้านการบิน
264.2,กรมการสื่อสารทหาร,ติดต่อสื่อสารราชการ
264.5,บริษัท วิทยุการบินแห่งประเทศไทย จำกัด,ติดต่อสื่อสารทางด้านการบิน
264.8,กรมการสื่อสารทหาร,ติดต่อสื่อสารราชการ
265.0,กรมการสื่อสารทหาร,ติดต่อสื่อสารราชการ
265.2,กรมการสื่อสารทหาร,ติดต่อสื่อสารราชการ
265.55,กรมการสื่อสารทหาร,ติดต่อสื่อสารราชการ
265.6,กรมการสื่อสารทหาร,ติดต่อสื่อสารราชการ
265.9,บริษัท วิทยุการบินแห่งประเทศไทย จำกัด,ติดต่อสื่อสารทางด้านการบิน
266.0,กรมการสื่อสารทหาร,ติดต่อสื่อสารราชการ
266.3,กรมการสื่อสารทหาร,ติดต่อสื่อสารราชการ
266.5,จอง,nan
266.6,กรมการสื่อสารทหาร,ติดต่อสื่อสารราชการ
266.95,กรมการสื่อสารทหาร,ติดต่อสื่อสารราชการ
267.2,กรมสื่อสารทหารเรือ,ติดต่อสื่อสารราชการ
267.85,กรมสื่อสารอิเล็กทรอนิกส์ทหารอากาศ กองทัพอากาศ,ติดต่อสื่อสารเฉพาะตอนฝึกบินเท่านั้น
268.45,สถานเอกอัคราชทูตสหรัฐอเมริกาประจำประเทศไทย,ติดต่อสื่อสารทางการทูตของหน่วยงาน
268.5,บริษัท วิทยุการบินแห่งประเทศไทย จำกัด,ติดต่อสื่อสารทางด้านการบิน
269.4,กรมสื่อสารอิเล็กทรอนิกส์ทหารอากาศ กองทัพอากาศ,ติดต่อสื่อสารราชการ
269.775,กรมสื่อสารอิเล็กทรอนิกส์ทหารอากาศ กองทัพอากาศ,ติดต่อสื่อสารในการปฏิบัติงาน
270.225,กรมสื่อสารอิเล็กทรอนิกส์ทหารอากาศ กองทัพอากาศ,ติดต่อสื่อสารในการปฏิบัติงาน
270.425,กรมสื่อสารอิเล็กทรอนิกส์ทหารอากาศ กองทัพอากาศ,ติดต่อสื่อสารในการปฏิบัติงาน
270.5,กรมสื่อสารอิเล็กทรอนิกส์ทหารอากาศ กองทัพอากาศ,ติดต่อสื่อสารในการปฏิบัติงาน
270.825,กรมสื่อสารอิเล็กทรอนิกส์ทหารอากาศ กองทัพอากาศ,ติดต่อสื่อสารในการปฏิบัติงาน
271.1,กรมสื่อสารอิเล็กทรอนิกส์ทหารอากาศ กองทัพอากาศ,ติดต่อสื่อสารในการปฏิบัติงาน
271.5,กรมสื่อสารอิเล็กทรอนิกส์ทหารอากาศ กองทัพอากาศ,การฝึกผสมพหุภาคีโคปไทเกอร์ 95
271.95,กรมสื่อสารอิเล็กทรอนิกส์ทหารอากาศ กองทัพอากาศ,ติดต่อสื่อสารเฉพาะตอนฝึกบินเท่านั้น
272.25,กรมสื่อสารอิเล็กทรอนิกส์ทหารอากาศ กองทัพอากาศ,ติดต่อสื่อสารในการปฏิบัติงาน
272.525,กรมสื่อสารอิเล็กทรอนิกส์ทหารอากาศ กองทัพอากาศ,ติดต่อสื่อสารในการปฏิบัติงาน
272.8,กรมสื่อสารอิเล็กทรอนิกส์ทหารอากาศ กองทัพอากาศ,ติดต่อสื่อสารในการปฏิบัติงาน
273.0,กรมการสื่อสารทหาร,ติดต่อสื่อสารราชการ
273.3,"กรมการสื่อสารทหาร, กรมสื่อสารทหารเรือ",ติดต่อสื่อสารราชการ
274.1,กรมการสื่อสารทหาร,ติดต่อสื่อสารราชการ
274.5,บริษัท วิทยุการบินแห่งประเทศไทย จำกัด,ติดต่อสื่อสารทางด้านการบิน
274.6,กรมการสื่อสารทหาร,ติดต่อสื่อสารราชการ
274.8,บริษัท วิทยุการบินแห่งประเทศไทย จำกัด,ติดต่อสื่อสารทางด้านการบิน
275.0,กรมการสื่อสารทหาร,ติดต่อสื่อสารราชการ
275.3,กรมการสื่อสารทหาร,ติดต่อสื่อสารราชการ
275.8,"กรมสื่อสารทหารเรือ, บริษัท วิทยุการบินแห่งประเทศไทย จำกัด","ติดต่อสื่อสารทางด้านการบิน, ติดต่อสื่อสารราชการ"
276.85,กรมสื่อสารอิเล็กทรอนิกส์ทหารอากาศ กองทัพอากาศ,ติดต่อสื่อสารในการปฏิบัติงาน
276.875,กรมสื่อสารอิเล็กทรอนิกส์ทหารอากาศ กองทัพอากาศ,เชื่อมโยงข้อมูลทางยุทธวิธี
276.9,กรมสื่อสารอิเล็กทรอนิกส์ทหารอากาศ กองทัพอากาศ,เชื่อมโยงข้อมูลทางยุทธวิธี
276.925,กรมสื่อสารอิเล็กทรอนิกส์ทหารอากาศ กองทัพอากาศ,เชื่อมโยงข้อมูลทางยุทธวิธี
276.95,กรมสื่อสารอิเล็กทรอนิกส์ทหารอากาศ กองทัพอากาศ,เชื่อมโยงข้อมูลทางยุทธวิธี
276.975,กรมสื่อสารอิเล็กทรอนิกส์ทหารอากาศ กองทัพอากาศ,เชื่อมโยงข้อมูลทางยุทธวิธี
277.0,กรมสื่อสารอิเล็กทรอนิกส์ทหารอากาศ กองทัพอากาศ,เชื่อมโยงข้อมูลทางยุทธวิธี
277.025,กรมสื่อสารอิเล็กทรอนิกส์ทหารอากาศ กองทัพอากาศ,เชื่อมโยงข้อมูลทางยุทธวิธี
277.05,กรมสื่อสารอิเล็กทรอนิกส์ทหารอากาศ กองทัพอากาศ,เชื่อมโยงข้อมูลทางยุทธวิธี
277.075,กรมสื่อสารอิเล็กทรอนิกส์ทหารอากาศ กองทัพอากาศ,เชื่อมโยงข้อมูลทางยุทธวิธี
277.2,กรมการสื่อสารทหาร,ติดต่อสื่อสารราชการ
277.6,กรมการสื่อสารทหาร,ติดต่อสื่อสารราชการ
277.8,กรมการทหารสื่อสาร กองทัพบก,ติดต่อสื่อสารราชการ
